Job Title,Company Name,Language and Tools,City,Province,Type of Work,Seniority
Performance Marketing Analyst,Function Growth Inc.,"Power BI, SQL, Google Tag Manager, Tableau, Statistics",Remote,Remote,Remote,Not Applicable
Senior Technical Business Analyst,Canadian Cancer Society,"No SQL, SQL, Microsoft Outlook, Salesforce, Visio",Toronto,ON,In Person,Senior
Procurement Enablement Analyst (Indigenous Procurement),Farm Credit Canada,"Sourcing, Procurement, Python, Research, Statistics",Regina,SK,In Person,Not Applicable
Supply Chain Analyst,Uline,"No SQL, Power BI, SQL, Microsoft Access, Research",Cambridge,ON,In Person,Not Applicable
Accounting Analyst,Ero Copper,"SQL, ERP systems, Financial reporting, Python, Office Suite",Vancouver,BC,In Person,Not Applicable
Business Intelligence Lead/Responsable de l'intelligence ÃƒÆ’Ã‚Â©conomique,Exertis | JAM,"Bilingual, Tableau, Power BI, JD Edwards, Business intelligence",Baie-d'Urfe,QC,In Person,Not Applicable
Systems Analyst,WA Health,"SQL, Statistics, SQL, Project management, Accounting",Hamilton,ON,In Person,Not Applicable
Business System Analyst,Atlantis IT group,"Python, Content development, Organizational skills, No SQL",Toronto,ON,In Person,Not Applicable
BUSINESS ANALYST,Softline Technology,"Telephony, Data mining, Business intelligence, Avaya, CAD",Toronto,ON,In Person,Not Applicable
FP&A Business Analyst,CGI,"Jira, Data modeling, SQL, Financial reporting, Confluence",Toronto,ON,In Person,Not Applicable
IT Business Analyst,Spark Power,"Oracle, SAP, Spark, NetSuite, Visio",Oakville,ON,In Person,Not Applicable
Financial Data Analyst,TS Imagine,"SQL, JavaScript, Metadata, Python",Montreal,QC,In Person,Not Applicable
Staff Business intelligence Analyst,SurveyMonkey,"Power BI, Cloud architecture, Business intelligence, Tableau, SQL",Remote,Remote,Remote,Not Applicable
Strategic Business Analyst,T&T Supermarket Inc,"Python, SQL, Statistics, Project management, Organizational skills",Markham,ON,In Person,Not Applicable
Marketing Analyst,"NRI Industrial Sales, LLC.","Statistics, Statistics, No SQL, Marketing",Mississauga,ON,In Person,Not Applicable
Marketing Analyst,OLIVER Agency - North America,"Agile, Power BI, SQL, R, Tableau",Toronto,ON,In Person,Not Applicable
(Data-driven) Marketing Analyst,Weyburn Credit Union,"Power BI, CSS, Spark, R, Statistics",Weyburn,SK,In Person,Not Applicable
Junior Analyst Position,CTi Living,"Python, No SQL, Tableau, Spanish, SQL",Etobicoke,ON,In Person,Junior
Risk & Payments Data Analyst/Analyste de DonnÃƒÆ’Ã‚Â©es Risques & Paiements,Plusgrade,"SQL, Alteryx, Tableau, SQL, Statistics",Toronto,ON,In Person,Not Applicable
Business Process Analyst,ENERCARE,"Power BI, SQL, Microsoft Access, Customer service, Visio",Markham,ON,In Person,Not Applicable
Business Intelligence Report Developer/Analyst/DÃƒÆ’Ã‚Â©veloppeur/Analyste de rapports de Business Intelligence,Exertis | JAM,"Bilingual, Tableau, JD Edwards, Business intelligence, Visual Studio",Baie-d'Urfe,QC,In Person,Not Applicable
Business Analyst Intern/Junior,NORSAT INTERNATIONAL INC,"Python, No SQL, Power BI, SQL, Microsoft Outlook",Richmond,BC,In Person,Junior
Business Analyst Intern/Junior,NORSAT INTERNATIONAL INC,"Python, No SQL, Power BI, SQL, Microsoft Outlook",Richmond,QC,In Person,Junior
Business Analyst Intern/Junior,NORSAT INTERNATIONAL INC,"Python, No SQL, Power BI, SQL, Microsoft Outlook",Richmond,NB,In Person,Junior
Information Technology - Business Intelligence Analyst,Organigram INC,"Power BI, Data modeling, Azure, Business intelligence, QlikView",Toronto,ON,In Person,Not Applicable
Data Analyst (Level 3),Intero Integrity,Statistics,Toronto,ON,In Person,Not Applicable
Digital Data Analyst,Trillium Health Partners,"Python, No SQL, CRM software, Power BI, SQL",Mississauga,ON,In Person,Not Applicable
Data Analyst - KENWAVE SOLUTIONS INC.,Kenaidan,"Statistics, MATLAB, Signal processing, SQL, Machine learning",Midtown Toronto,ON,In Person,Not Applicable
Technical Business Analyst (Data),Project X,"Power BI, Azure, Oracle, Business intelligence, Waterfall",Toronto,ON,In Person,Not Applicable
"Analyst, Business Intelligence",Vancouver Whitecaps FC,"CRM software, Power BI, Salesforce Marketing Cloud, SQL, Salesforce",Vancouver,BC,In Person,Not Applicable
"Senior Analyst, Product Analytics",AutoTrader.ca,"Python, Power BI, SQL, Microsoft Outlook, Sales",Midtown Toronto,ON,In Person,Senior
Sales Support Analyst,Piller's Fine Foods,"Python, No SQL, Power BI, SQL, Microsoft Outlook",Waterloo,ON,In Person,Not Applicable
Sales Support Analyst,Piller's Fine Foods,"Python, No SQL, Power BI, SQL, Microsoft Outlook",Waterloo,QC,In Person,Not Applicable
Senior Data Analyst / Database developer (PL571),Paralucent,"C#, SQL, SQL, MySQL",Toronto,ON,In Person,Senior
Analytics Analyst/Developer,Septodont,"Tableau, Power BI, Azure, Statistics, Python",Cambridge,ON,In Person,Not Applicable
Quantitative Analyst,Affirm,"Machine learning, No SQL, Python",Remote,Remote,Remote,Not Applicable
Media Insights- Reporting Analyst,Walmart Canada,Unknown,Mississauga,ON,In Person,Not Applicable
Decision Support Analyst,ErinoakKids Center for Treatment and Development,"Cognos, SQL, Microsoft Access, Business intelligence, Relational databases",Mississauga,ON,In Person,Not Applicable
Health Data Analyst - Patient Portal Specialist,Women's College Hospital,"Office Suite, Organizational skills, Computer skills, No SQL, Hospital experience",Toronto,ON,In Person,Not Applicable
Program Reporting Analyst,Turner & Townsend,"Quality assurance, Data collection, No SQL",Toronto,ON,In Person,Not Applicable
Inventory Accounting Analyst - Contract,Stelco,"No SQL, SQL, Manufacturing, No SQL",Haldimand County,ON,In Person,Not Applicable
"Analyst, Digital Operations & Display","Canadian Tire Corporation, Ltd.",No SQL,Toronto,ON,In Person,Not Applicable
Data Analyst,Cabela's,"No SQL, Power BI, SQL, Microsoft Outlook, Visual Basic",Winnipeg,MB,In Person,Not Applicable
SAP Master Data Analyst,Riverside Natural Foods Ltd.,"SAP, Data structures, Quality management, Office Suite, Change management",Toronto,ON,In Person,Not Applicable
Business Analyst,Griffith Foods,"Pricing, Power BI, SQL, Budgeting",Toronto,ON,In Person,Not Applicable
Data Analyst - Data Science & Analysis,McGill University,"Tableau, Incident management, Big data, R, Research",Montreal,QC,In Person,Not Applicable
Supply Chain Analyst,Sonora Foods Ltd,"SQL, Supply chain, Office Suite, No SQL",Brampton,ON,In Person,Not Applicable
data analyst - informatics and systems,Visual Information Products Inc.,"Data modeling, SQL, PowerBuilder, R, SQL",Mississauga,ON,In Person,Not Applicable
"Program Management, Business Analyst (16 Month Contract)",L3Harris Technologies,"Python, No SQL, Program management, SQL, Relational databases",Waterdown,ON,In Person,Not Applicable
data analyst - informatics and systems,Aimlsavy Incorporated,"Python, Databases, Database management",Mississauga,ON,In Person,Not Applicable
Analyste d'affaires - BI - Belron Canada,Belron Canada,"Tableau, Power BI, Data modeling, Azure, Business analysis",Montreal,QC,In Person,Not Applicable
KÃƒÆ’Ã‚Â¶rber Business Analyst/KÃƒÆ’Ã‚Â¶rber Analyste ÃƒÆ’Ã‚Â©conomique,Exertis | JAM,"Bilingual, Tableau, JD Edwards, Customer service, Business analysis",Baie-d'Urfe,QC,In Person,Not Applicable
Senior Data Analyst,Olsen Consulting,"ASP.NET, Azure, Business intelligence, Web development, C#",Calgary,AB,In Person,Senior
Sr. Data Analyst,GalaxE.Solutions,"Big data, Spark, NoSQL, Java, Databases",Toronto,ON,In Person,Not Applicable
Business Analyst,Banff Caribou Properties Ltd.,"System design, Databases, SQL, Data collection, No SQL",Banff,AB,In Person,Not Applicable
Financial Data Analyst and Report Developer,Stir Consulting Inc.,"Bilingual, Tableau, Oracle, Python, SQL",Montreal,QC,In Person,Not Applicable
Business Analyst (Junior) 7618-0314,Foilcon,"Python, SQL, Business analysis, Statistics, Visio",Toronto,ON,In Person,Junior
Blue Box Analyst,Canadian Tire Corporation,"Power BI, SQL, Statistics, SQL",Toronto,ON,In Person,Not Applicable
"Senior Analyst, Performance and Analytics",Ontario Health,"Tableau, Power BI, SQL, SAS, R",Toronto,ON,In Person,Senior
Customs Compliance Analyst,Panasonic Corporation,"Python, SQL, PCI, Process improvement, Visio",Mississauga,ON,In Person,Not Applicable
Business Systems Analyst and Data Analytics,Raise,"Power BI, SAP, Business analysis, SAP BW 4HANA, AWS",Ontario,ON,In Person,Not Applicable
Business System Analyst,UST Global,"SQL, SQL",Toronto,ON,In Person,Not Applicable
Data Analyst,Evercore,"Elasticsearch, SQL, NoSQL, Databases, Statistics",Montreal,QC,In Person,Not Applicable
"Analyst, Business Systems",Northwestel Inc.,"Microsoft Windows Server, Authentication, Computer science, Drupal, Oracle",Whitehorse,YT,In Person,Not Applicable
Senior QA Analyst,Viv Technologies Inc.,"CI/CD, Spanish, DevOps, Statistics, Scrum",Toronto,ON,In Person,Senior
Business Analyst,HTS Engineering - Heat Transfer Solutions,"Jira, Project management, Scrum, Software development, Agile",Toronto,ON,In Person,Not Applicable
data analyst - informatics and systems,Signalchem Lifesciences Corp,"Statistics, Computer science, Big data, Python, Office Suite",Richmond,BC,In Person,Not Applicable
data analyst - informatics and systems,Signalchem Lifesciences Corp,"Statistics, Computer science, Big data, Python, Office Suite",Richmond,QC,In Person,Not Applicable
data analyst - informatics and systems,Signalchem Lifesciences Corp,"Statistics, Computer science, Big data, Python, Office Suite",Richmond,NB,In Person,Not Applicable
Technology Analyst - SQL Data Engineer,Infosys,"Azure, R, SQL, IT, SDLC",Montreal,QC,In Person,Not Applicable
Business Analyst,CSI Consulting,"Business analysis, Visio, Business management",Mississauga,ON,In Person,Not Applicable
Client Success Analyst,Qventus,"Program management, Cerner, SQL, Statistics, Epic",Remote,Remote,Remote,Not Applicable
Business Analyst,Eperformance Inc.,"DevOps, SQL, SSRS, Python, Enterprise architecture",Ottawa,ON,In Person,Not Applicable
Business Analyst,City of Calgary,"Business analysis, Presentation skills, Agile, Business management, No SQL",Calgary,AB,In Person,Not Applicable
ÃƒÂ¨Ã‚Â¿Ã…â€œÃƒÂ§Ã‚Â¨Ã¢â‚¬Â¹ÃƒÂ¥Ã‚Â®Ã…Â¾ÃƒÂ¨Ã‚Â®Ã‚Â­-ÃƒÂ¨Ã†â€™Ã…â€™ÃƒÂ¦Ã¢â€žÂ¢Ã‚Â¯ÃƒÂ¦Ã‚ÂÃ‚ÂÃƒÂ¥Ã‚ÂÃ¢â‚¬Â¡ÃƒÂ©Ã‚Â¡Ã‚Â¹ÃƒÂ§Ã¢â‚¬ÂºÃ‚Â®ÃƒÂ¥Ã‚Â¯Ã‚Â¼ÃƒÂ¥Ã‚Â¸Ã‹â€  Remote Project Training Tutor(ÃƒÂ¥Ã¢â‚¬Â¢Ã¢â‚¬Â ÃƒÂ¤Ã‚Â¸Ã…Â¡ÃƒÂ¦Ã¢â€žÂ¢Ã‚ÂºÃƒÂ¥Ã‚ÂºÃ¢â‚¬Å“business intelligenceÃƒÂ¦Ã¢â‚¬â€œÃ‚Â¹ÃƒÂ¥Ã‚ÂÃ¢â‚¬Ëœ),SavvyPro Edu Inc.,Agile,Remote,Remote,Remote,Not Applicable
Business Analyst,T&T Supermarket,"Python, SQL, Statistics, Organizational skills, Chinese",Markham,ON,In Person,Not Applicable
Data Support Analyst,CI Financial,"Jira, SQL, Azure, Trello, SQL",Toronto,ON,In Person,Not Applicable
Supply Chain Analyst,Growers First,"SQL, SAP, Supply chain, ERP systems, Statistics",North York,ON,In Person,Not Applicable
data analyst - informatics and systems,Alberta Cash Register POS Systems Inc,Python,Calgary,AB,In Person,Not Applicable
data analyst - informatics and systems,Pearl Technologies LTD.,Python,Toronto,ON,In Person,Not Applicable
business data analyst,Six side Logistics,"Python, Windows, Office Suite, Computer skills",Mississauga,ON,In Person,Not Applicable
Risk Analyst,goeasy,"Data mining, SAS, SQL, Statistical analysis, Statistics",Mississauga,ON,In Person,Not Applicable
Senior Data Solution Analyst,Sobeys,"Data management, No SQL",Mississauga,ON,In Person,Senior
Geophysicist/Data Analyst,Sander Geophysics,Computer skills,Ottawa,ON,In Person,Not Applicable
Senior Software Engineer (Business Intelligence) / IngÃƒÆ’Ã‚Â©nieur Logiciel Senior,Computershare,"Power BI, Oracle, SQL, Python, SQL",Montreal,QC,In Person,Senior
Field Data Capture Analyst,i3 Energy Canada Ltd.,"Office Suite, Computer skills, No SQL",Calgary,AB,In Person,Not Applicable
Jr. Data Analyst,Robert Half,"Tableau, R, AWS, Data visualization, Python",Edmonton,AB,In Person,Not Applicable
Senior IT Business Analyst - MontrÃƒÆ’Ã‚Â©al,Lantic Inc.,"Bilingual, Tableau, Computer science, Power BI, ERP systems",Montreal,QC,In Person,Senior
Logistics Analyst,Labatt Breweries of Canada,"Power BI, SQL, SAP, Supply chain, Logistics",Moncton,NB,In Person,Not Applicable
"Audit Analyst- First Nations, Metis, Inuit Candidates",BMO Financial Group,"Statistics, No SQL",Toronto,ON,In Person,Not Applicable
"Business Systems Analyst, Digital / Analyste, SystÃƒÆ’Ã‚Â¨mes d'Affaires NumÃƒÆ’Ã‚Â©rique",Imperial Tobacco Canada,"Azure, Writing skills, DevOps, Python, E-commerce",Montreal,QC,In Person,Not Applicable
Pricing Analyst,Staples,Statistics,Mississauga,ON,In Person,Not Applicable
Supply Chain Analyst,Galderma,"Python, Power BI, SQL, Oracle, Microsoft Outlook",Thornhill,ON,In Person,Not Applicable
Business Systems Analyst,Moerai Soultions,"SQL, Business analysis, Visio, Statistics, Pivot tables",Mississauga,ON,In Person,Not Applicable
Data Management & Governance Analyst/ Specialist,Roche,"Business intelligence, SQL, REST, APIs, Metadata",Mississauga,ON,In Person,Not Applicable
FP&A Analyst,Busbud,"Statistics, Statistics, Data visualization, No SQL",Remote,Remote,Remote,Not Applicable
Senior Data Analyst,Queen's University,"Statistical software, Power BI, Data modeling, SAS, Relational databases",Kingston,NB,In Person,Senior
business data analyst,professional book fairs,"Python, Windows, Office Suite, Computer skills",Toronto,ON,In Person,Not Applicable
Energy & Sustainability Data Analyst II,BGIS,"Power BI, SQL, Tableau, Databases, Administrative experience",Ottawa,ON,In Person,Not Applicable
Inventory Analyst,GraingerCanada,"Customer service, SAP, Supply chain, Office Suite, SQL",Thornhill,ON,In Person,Not Applicable
data analyst - informatics and systems,PROVISORY SOLUTIONS INC.,"Python, No SQL",Brampton,ON,In Person,Not Applicable
"Technical Lead, BI, Data Analytics, and Gov",Pacific Smoke International Inc,"Power BI, Data modeling, Azure, Business intelligence, Big data",Markham,ON,In Person,Not Applicable
Business Analyst,The Minto Group,"Power BI, SQL, SQL, Statistics, Budgeting",Ottawa,ON,In Person,Not Applicable
data warehouse analyst,VISAY TECHNOLOGIES INC,Python,Edmonton,AB,In Person,Not Applicable
business data analyst,Print Three,Python,Etobicoke,ON,In Person,Not Applicable
Supply Chain Analyst,Cardinal Health,"SQL, Microsoft Access, Supply chain, Logistics, Tableau",Vaughan,ON,In Person,Not Applicable
business data analyst,Plura Choice WebServices Inc,"SQL, Visio, Python, SQL, Usability",Calgary,AB,In Person,Not Applicable
EDP (electronic data processing) systems analyst,STAR CHOICE FINANCIAL GROUP INC.,"Python, Office Suite, SQL, Computer skills, Python",North York,ON,In Person,Not Applicable
Business Analyst,Island Health,"Python, No SQL, SQL, Visio, Office Suite",Victoria,BC,In Person,Not Applicable
Business Analyst,Island Health,"Python, No SQL, SQL, Visio, Office Suite",Victoria,NL,In Person,Not Applicable
Business Analyst,Island Health,"Python, No SQL, SQL, Visio, Office Suite",Victoria,MB,In Person,Not Applicable
Performance Data Analyst (Internal Only),MacEwan University,"Power BI, Business intelligence, Statistics, Office Suite, Databases",Edmonton,AB,In Person,Not Applicable
Data Scientist/Business Analyst,247 Labs Inc,"Azure, CSS, React, R, Google Cloud Platform",Toronto,ON,In Person,Not Applicable
"Analyst, Data management - Trans-Canada Capital",Air Canada,"Bilingual, Tableau, Investment, Pricing, Relational databases",Montreal,QC,In Person,Not Applicable
Client Support Analyst,Edgecom Energy,"Sales, Statistics, Data management, Customer support, No SQL",North York,ON,In Person,Not Applicable
"Analyst, BRAM Program",Mastercard,"Python, No SQL, SQL, Microsoft Access, Statistics",Toronto,ON,In Person,Not Applicable
Senior Technical Business Analyst,Canadian Cancer Society,"No SQL, SQL, Microsoft Outlook, Salesforce, Visio",Calgary,AB,In Person,Senior
Pension Data Analyst,Bevertec,"Power BI, Statistics, Math, AS400, Financial services",Toronto,ON,In Person,Not Applicable
Supply Chain Analyst,Uline,"No SQL, Power BI, SQL, Microsoft Access, Research",Milton,ON,In Person,Not Applicable
Product Manager - Business Intelligence,AutoTrader.ca,"Power BI, Data modeling, Business intelligence, .NET, SQL",Toronto,ON,In Person,Not Applicable
